CustomerID,Recency,Frequency,Monetary,r_seg,f_seg,m_seg,RFMScore
16995,372,1,-1.25,4,4,4,444
16770,57,6,744.9,3,1,2,312
13256,14,1,0.0,1,4,4,144
15115,18,1,340.11,2,4,3,243
17052,28,1,413.75,2,4,3,243
13449,23,1,291.88,2,4,4,244
18040,19,2,357.2,2,3,3,233
13355,122,1,674.7,3,4,2,342
15458,25,1,161.64,2,4,4,244
16761,96,1,316.62,3,4,3,343
13810,28,4,899.51,2,2,2,222
14242,234,2,280.55,4,3,4,434
13772,33,3,1132.13,2,3,2,232
15464,338,1,1048.85,4,4,2,442
17888,18,10,525.78,2,1,3,213
17703,35,3,798.74,2,3,2,232
13390,74,1,544.08,3,4,3,343
17884,3,4,717.45,1,2,2,122
13884,7,6,781.3,1,1,2,112
13493,275,2,618.63,4,3,3,433
17567,7,10,4012.56,1,1,1,111
18117,25,1,320.72,2,4,3,243
14416,22,2,490.22,2,3,3,233
13452,259,2,590.0,4,3,3,433
12515,353,1,383.7,4,4,3,443
18246,23,2,596.1,2,3,3,233
17095,22,6,1088.2,2,1,2,212
14204,2,1,161.03,1,4,4,144
14585,50,1,157.05,2,4,4,244
15853,51,1,110.8,3,4,4,344
13099,99,1,207.36,3,4,4,344
18222,92,1,443.0,3,4,3,343
16424,191,2,82.56,4,3,4,434
18255,89,1,103.3,3,4,4,344
17878,43,1,379.45,2,4,3,243
13657,10,2,382.14,1,3,3,133
17906,247,1,72.9,4,4,4,444
18093,93,5,2083.42,3,2,1,321
13752,124,6,1186.28,3,1,2,312
17528,1,11,3540.1,1,1,1,111
13805,52,2,924.6,3,3,2,332
14619,239,2,379.51,4,3,3,433
13291,155,1,361.11,4,4,3,443
17183,7,8,3286.91,1,1,1,111
17736,9,4,337.49,1,2,3,123
12702,19,1,219.0,2,4,4,244
17913,58,2,411.6,3,3,3,333
15038,43,7,665.59,2,1,2,212
13417,4,2,640.83,1,3,3,133
16016,3,10,1483.31,1,1,2,112
17221,7,2,335.13,1,3,3,133
14645,156,2,597.09,4,3,3,433
15400,92,6,666.7,3,1,2,312
15012,53,2,423.04,3,3,3,333
13807,367,1,112.6,4,4,4,444
15314,199,1,327.97,4,4,3,443
18077,8,11,2633.01,1,1,1,111
14905,154,3,599.9,4,3,3,433
16777,80,2,226.35,3,3,4,334
13496,10,3,617.93,1,3,3,133
14473,74,2,234.34,3,3,4,334
13255,3,3,390.66,1,3,3,133
15415,313,1,572.81,4,4,3,443
12445,22,1,133.4,2,4,4,244
16509,296,1,363.7,4,4,3,443
12457,58,12,1917.78,3,1,1,311
16539,2,4,1388.81,1,2,2,122
14108,30,3,594.16,2,3,3,233
12423,0,9,1849.11,1,1,1,111
12613,31,6,3218.98,2,1,1,211
15230,239,2,429.6,4,3,3,433
13911,57,9,2580.91,3,1,1,311
16929,3,7,1295.39,1,1,2,112
14034,22,4,512.02,2,2,3,223
17787,152,4,1865.19,4,2,1,421
14586,227,3,134.16,4,3,4,434
12561,302,1,238.85,4,4,4,444
12506,232,1,73.5,4,4,4,444
17500,17,3,1138.0,2,3,2,232
17691,358,2,290.4,4,3,4,434
13927,74,1,348.99,3,4,3,343
14889,336,1,135.9,4,4,4,444
15327,52,1,208.75,3,4,4,344
15649,336,2,816.0,4,3,2,432
12538,29,1,363.95,2,4,3,243
14800,47,16,4236.34,2,1,1,211
14038,78,4,1554.48,3,2,2,322
17314,24,11,2514.76,2,1,1,211
16297,212,4,275.4,4,2,4,424
13199,3,39,9803.96,1,1,1,111
15194,3,22,7521.17,1,1,1,111
16464,19,3,1314.68,2,3,2,232
13917,49,2,272.04,2,3,4,234
12353,204,1,89.0,4,4,4,444
15410,84,8,3450.84,3,1,1,311
17045,113,3,339.44,3,3,3,333
17873,80,6,1764.36,3,1,1,311
13016,73,3,789.89,3,3,2,332
15567,18,1,186.01,2,4,4,244
17812,12,4,732.16,1,2,2,122
15342,116,2,391.76,3,3,3,333
18183,218,6,600.52,4,1,3,413
16218,29,8,3054.87,2,1,1,211
17160,31,6,3518.03,2,1,1,211
13948,360,1,102.0,4,4,4,444
14209,10,7,2067.13,1,1,1,111
14880,77,3,706.19,3,3,2,332
15514,12,13,2963.19,1,1,1,111
15394,9,4,2183.54,1,2,1,121
17669,42,7,3406.72,2,1,1,211
17900,164,4,15.0,4,2,4,424
14818,73,3,657.8,3,3,2,332
16899,7,6,1281.56,1,1,2,112
15877,1,3,440.78,1,3,3,133
13146,26,1,228.91,2,4,4,244
15468,35,5,438.46,2,2,3,223
17455,203,1,131.7,4,4,4,444
13177,64,1,282.45,3,4,4,344
14931,4,6,964.68,1,1,2,112
17718,232,1,139.35,4,4,4,444
17911,9,1,366.23,1,4,3,143
15319,283,1,204.5,4,4,4,444
16856,14,1,35.4,1,4,4,144
13919,53,3,350.16,3,3,3,333
17643,373,1,101.55,4,4,4,444
16554,3,7,641.55,1,1,3,113
12989,3,19,6854.51,1,1,1,111
14535,59,4,2841.09,3,2,1,321
17777,24,3,665.86,2,3,2,232
12679,52,9,1058.67,3,1,2,312
15110,23,7,970.25,2,1,2,212
18237,2,5,987.1,1,2,2,122
12925,4,2,694.05,1,3,2,132
15786,43,5,4834.2,2,2,1,221
13711,218,2,252.06,4,3,4,434
15374,128,1,168.0,3,4,4,344
15243,74,1,316.68,3,4,3,343
17126,152,7,991.85,4,1,2,412
14431,298,2,397.76,4,3,3,433
12630,9,2,1270.88,1,3,2,132
13305,4,10,2000.86,1,1,1,111
12815,147,2,1063.46,4,3,2,432
13221,240,2,847.41,4,3,2,432
17166,38,3,189.49,2,3,4,234
13008,323,2,178.47,4,3,4,434
18265,72,2,801.51,3,3,2,332
14932,365,1,363.53,4,4,3,443
14551,18,2,186.23,2,3,4,234
13703,318,1,99.5,4,4,4,444
17742,113,2,355.11,3,3,3,333
12836,59,4,2612.86,3,2,1,321
14584,169,5,1029.26,4,2,2,422
15530,21,4,1502.35,2,2,2,222
17069,28,13,2655.22,2,1,1,211
13856,168,5,363.4,4,2,3,423
13869,123,4,3104.95,3,2,1,321
14616,242,3,406.08,4,3,3,433
13097,32,14,5893.32,2,1,1,211
14060,4,20,6135.38,1,1,1,111
14499,26,3,815.32,2,3,2,232
18081,36,3,343.45,2,3,3,233
16351,332,1,153.9,4,4,4,444
16592,4,19,4073.28,1,1,1,111
17965,37,14,2622.57,2,1,1,211
17505,161,2,1145.84,4,3,2,432
17781,159,2,188.02,4,3,4,434
14246,110,3,1474.06,3,3,2,332
17291,308,1,550.8,4,4,3,443
12688,113,1,4873.81,3,4,1,341
15049,273,1,121.17,4,4,4,444
16461,177,1,151.42,4,4,4,444
13328,316,1,1308.48,4,4,2,442
16653,16,3,1166.92,1,3,2,132
16080,81,3,176.6,3,3,4,334
17666,3,2,728.16,1,3,2,132
12839,2,16,5583.62,1,1,1,111
16187,31,17,6841.24,2,1,1,211
14414,91,8,1485.13,3,1,2,312
15329,35,5,1005.5,2,2,2,222
13577,25,5,1658.3,2,2,1,221
16495,3,3,684.41,1,3,2,132
16781,365,2,294.65,4,3,3,433
17824,51,1,298.4,3,4,3,343
17245,204,1,171.45,4,4,4,444
17934,51,2,704.25,3,3,2,332
15930,67,1,426.63,3,4,3,343
16387,322,1,94.36,4,4,4,444
13707,267,2,806.41,4,3,2,432
13136,50,11,2545.38,2,1,1,211
13418,11,23,5845.44,1,1,1,111
14264,154,3,319.47,4,3,3,433
16341,24,6,1959.38,2,1,1,211
17043,32,4,1735.18,2,2,1,221
14334,16,9,2539.46,1,1,1,111
18190,192,3,274.51,4,3,4,434
16678,2,17,3013.83,1,1,1,111
12686,371,1,89.14,4,4,4,444
13890,1,14,1860.86,1,1,1,111
15469,43,4,504.5,2,2,3,223
14385,9,3,202.11,1,3,4,134
16377,267,1,676.2,4,4,2,442
17947,37,1,176.68,2,4,4,244
18211,25,5,600.07,2,2,3,223
14448,9,2,375.35,1,3,3,133
16626,0,20,4379.65,1,1,1,111
15172,8,5,1624.05,1,2,1,121
12775,17,6,1351.24,2,1,2,212
13381,21,7,3626.81,2,1,1,211
18058,9,1,170.16,1,4,4,144
17323,15,9,908.99,1,1,2,112
15106,17,7,1407.73,2,1,2,212
12370,51,4,3545.69,3,2,1,321
17550,197,3,267.16,4,3,4,434
13461,38,3,1445.0,2,3,2,232
17630,169,2,503.6,4,3,3,433
17111,47,1,248.61,2,4,4,244
17524,361,1,145.0,4,4,4,444
13792,66,2,195.55,3,3,4,334
12817,281,1,166.04,4,4,4,444
14311,225,2,229.71,4,3,4,434
17608,33,2,193.42,2,3,4,234
14158,40,1,507.66,2,4,3,243
16893,366,1,145.93,4,4,4,444
15204,357,1,316.58,4,4,3,443
15236,298,1,321.05,4,4,3,443
14725,24,1,718.08,2,4,2,242
17384,19,2,336.4,2,3,3,233
15457,262,1,237.07,4,4,4,444
17694,141,1,283.12,3,4,4,344
15585,176,1,455.3,4,4,3,443
15505,52,7,3497.14,3,1,1,311
13767,2,52,16945.71,1,1,1,111
17100,18,2,971.74,2,3,2,232
14620,204,3,393.28,4,3,3,433
17191,28,7,2095.13,2,1,1,211
13282,18,6,1047.84,2,1,2,212
13026,1,8,936.15,1,1,2,112
17483,65,3,414.04,3,3,3,333
15834,70,6,2084.9,3,1,1,311
13615,312,2,399.99,4,3,3,433
18108,248,2,264.65,4,3,4,434
13827,57,3,412.05,3,3,3,333
17935,138,2,145.79,3,3,4,334
14066,266,1,152.55,4,4,4,444
17535,280,1,164.4,4,4,4,444
14237,373,1,161.0,4,4,4,444
17046,157,1,642.02,4,4,3,443
15632,15,10,3147.31,1,1,1,111
18092,2,12,9065.76,1,1,1,111
14709,15,14,4911.14,1,1,1,111
15953,15,10,1634.53,1,1,1,111
14891,148,2,554.38,4,3,3,433
17509,57,11,6100.74,3,1,1,311
13157,49,5,1721.57,2,2,1,221
16891,1,5,809.7,1,2,2,122
15460,354,1,216.76,4,4,4,444
12357,33,1,6207.67,2,4,1,241
17898,85,2,152.06,3,3,4,334
15885,92,3,379.35,3,3,3,333
14326,234,2,166.85,4,3,4,434
15322,64,2,602.97,3,3,3,333
13133,273,2,109.8,4,3,4,434
13210,93,1,353.48,3,4,3,343
14854,78,8,2749.89,3,1,1,311
16849,186,1,124.57,4,4,4,444
16771,33,5,2246.81,2,2,1,221
16992,10,6,1601.86,1,1,2,112
17282,130,3,1703.41,3,3,1,331
13134,72,7,1740.63,3,1,1,311
18274,17,2,0.0,2,3,4,234
18001,12,2,417.23,1,3,3,133
15028,8,4,627.13,1,2,3,123
15232,113,2,612.06,3,3,3,333
18272,2,7,3064.78,1,1,1,111
12446,57,1,1002.31,3,4,2,342
15652,91,1,337.74,3,4,3,343
12395,15,15,2998.28,1,1,1,111
17660,141,1,196.0,3,4,4,344
16018,39,2,408.9,2,3,3,233
13302,155,1,63.75,4,4,4,444
13030,11,2,799.48,1,3,2,132
16634,222,2,217.9,4,3,4,434
16998,149,6,287.02,4,1,4,414
17650,21,1,166.08,2,4,4,244
17995,281,1,76.1,4,4,4,444
13004,11,22,5613.43,1,1,1,111
15443,1,8,3212.16,1,1,1,111
14217,1,24,1925.36,1,1,1,111
16728,46,4,1054.67,2,2,2,222
14680,25,23,26932.34,2,1,1,211
16796,89,1,305.62,3,4,3,343
15809,35,6,399.21,2,1,3,213
14037,176,2,147.2,4,3,4,434
17492,248,1,374.57,4,4,3,443
15473,14,10,1465.2,1,1,2,112
17941,130,1,304.56,3,4,3,343
17932,29,3,1331.57,2,3,2,232
16545,164,1,339.3,4,4,3,443
14970,68,4,1592.06,3,2,2,322
13681,17,4,827.83,2,2,2,222
13682,187,1,59.5,4,4,4,444
17220,24,14,3198.25,2,1,1,211
17939,159,1,99.14,4,4,4,444
16272,116,1,411.7,3,4,3,343
16795,365,1,414.88,4,4,3,443
15783,10,1,246.3,1,4,4,144
17358,303,2,365.85,4,3,3,433
15264,64,1,393.74,3,4,3,343
14887,79,1,1862.0,3,4,1,341
13369,354,2,263.75,4,3,4,434
15023,3,12,6763.16,1,1,1,111
17768,8,3,2273.18,1,3,1,131
14099,16,12,3092.97,1,1,1,111
18245,7,8,2507.56,1,1,1,111
18283,3,16,2094.88,1,1,1,111
18167,3,6,1355.51,1,1,2,112
14359,19,6,882.58,2,1,2,212
14578,3,1,168.63,1,4,4,144
15075,77,1,773.03,3,4,2,342
17165,284,1,158.68,4,4,4,444
14930,108,3,2372.86,3,3,1,331
13980,60,1,200.14,3,4,4,344
15353,254,2,777.02,4,3,2,432
13200,19,4,870.09,2,2,2,222
13886,71,1,243.56,3,4,4,344
13017,7,1,204.0,1,4,4,144
17850,302,35,5288.63,4,1,1,411
14135,1,15,4690.31,1,1,1,111
17779,21,5,642.17,2,2,3,223
16450,149,1,311.92,4,4,3,443
13800,309,1,558.32,4,4,3,443
17624,14,2,843.48,1,3,2,132
17475,79,1,194.37,3,4,4,344
12766,3,7,6989.63,1,1,1,111
17663,25,9,1788.27,2,1,1,211
14855,119,2,645.65,3,3,3,333
17255,40,2,298.41,2,3,3,233
12640,23,3,1174.58,2,3,2,232
15511,11,5,909.23,1,2,2,122
15277,46,1,255.9,2,4,4,244
17152,194,4,1503.5,4,2,2,422
16933,1,5,530.08,1,2,3,123
16784,19,1,107.6,2,4,4,244
17359,11,1,127.86,1,4,4,144
13897,50,1,311.16,2,4,3,243
14624,57,2,225.85,3,3,4,334
13510,1,5,1785.16,1,2,1,121
16584,80,3,908.03,3,3,2,332
13341,260,1,775.85,4,4,2,442
16395,60,5,1486.9,3,2,2,322
15750,2,9,2451.23,1,1,1,111
14452,10,2,264.44,1,3,4,134
16792,282,2,110.38,4,3,4,434
16743,29,8,2191.84,2,1,1,211
17006,4,4,781.78,1,2,2,122
12348,75,4,1797.24,3,2,1,321
16031,92,2,548.94,3,3,3,333
15058,25,11,2124.99,2,1,1,211
12738,372,1,155.35,4,4,4,444
16020,16,3,851.01,1,3,2,132
13562,81,3,1799.33,3,3,1,331
16460,28,3,814.72,2,3,2,232
16773,57,1,171.59,3,4,4,344
13568,173,1,192.85,4,4,4,444
13558,5,4,605.06,1,2,3,123
17978,365,1,300.92,4,4,3,443
16765,294,1,34.0,4,4,4,444
15174,322,1,135.75,4,4,4,444
13118,19,7,1125.0,2,1,2,212
15670,296,1,173.05,4,4,4,444
15129,50,11,3447.4,2,1,1,211
15769,7,29,51823.72,1,1,1,111
13939,23,4,556.75,2,2,3,223
12420,63,1,600.39,3,4,3,343
16221,36,3,864.86,2,3,2,232
12544,29,2,355.7,2,3,3,233
16011,8,16,3362.71,1,1,1,111
13680,1,5,2202.31,1,2,1,121
14111,14,5,688.6,1,2,2,122
15618,32,5,747.03,2,2,2,222
12512,66,2,138.03,3,3,4,334
14567,35,3,1524.46,2,3,2,232
17625,18,4,2047.0,2,2,1,221
13748,95,5,948.25,3,2,2,322
14082,364,1,182.25,4,4,4,444
14348,260,1,409.57,4,4,3,443
15043,31,1,537.0,2,4,3,243
18194,64,2,896.0,3,3,2,332
16859,106,5,473.14,3,2,3,323
13077,1,4,729.27,1,2,2,122
18212,326,1,248.42,4,4,4,444
17499,289,1,622.88,4,4,3,443
16776,60,1,388.28,3,4,3,343
16477,63,7,2494.46,3,1,1,311
13486,78,3,1122.41,3,3,2,332
14788,7,2,679.44,1,3,2,132
13028,22,3,659.68,2,3,2,232
13845,64,1,312.98,3,4,3,343
17203,35,6,3563.85,2,1,1,211
15127,65,1,406.53,3,4,3,343
14964,247,1,206.21,4,4,4,444
16085,23,5,981.51,2,2,2,222
12842,70,2,1118.99,3,3,2,332
15898,1,6,1384.68,1,1,2,112
13108,372,1,350.06,4,4,3,443
17254,4,2,272.44,1,3,4,134
13194,135,1,60.7,3,4,4,344
14777,4,2,-17.45,1,3,4,134
15640,4,17,12433.34,1,1,1,111
16136,59,3,709.38,3,3,2,332
16360,4,8,3411.69,1,1,1,111
15368,21,1,446.94,2,4,3,243
16261,17,4,746.83,2,2,2,222
13116,117,2,485.19,3,3,3,333
17750,5,9,1797.57,1,1,1,111
12585,234,4,1982.81,4,2,1,421
14300,18,1,43.2,2,4,4,244
17522,1,5,1070.71,1,2,2,122
15416,64,5,3974.37,3,2,1,321
14505,17,11,5818.7,2,1,1,211
17040,137,1,449.73,3,4,3,343
16824,15,2,460.64,1,3,3,133
16449,190,3,674.69,4,3,2,432
17083,109,3,1405.78,3,3,2,332
17189,106,2,384.4,3,3,3,333
17796,40,4,697.9,2,2,2,222
18268,134,2,0.0,3,3,4,334
15397,289,1,94.0,4,4,4,444
15384,169,3,635.76,4,3,3,433
14147,49,3,468.4,2,3,3,233
12364,7,4,1313.1,1,2,2,122
15673,88,4,2881.02,3,2,1,321
14155,266,1,118.75,4,4,4,444
12648,154,1,318.05,4,4,3,443
17908,373,1,243.28,4,4,4,444
14314,106,1,120.0,3,4,4,344
16096,264,1,320.62,4,4,3,443
16779,2,28,10454.05,1,1,1,111
17031,11,2,380.35,1,3,3,133
13429,10,4,1006.8,1,2,2,122
17174,217,1,59.9,4,4,4,444
15081,22,6,487.35,2,1,3,213
12864,138,1,147.12,3,4,4,344
18094,81,7,3017.3,3,1,1,311
12665,324,2,61.75,4,3,4,434
12428,25,12,7877.2,2,1,1,211
18149,50,3,612.08,2,3,3,233
13732,28,1,491.86,2,4,3,243
14067,63,2,374.7,3,3,3,333
14014,77,1,505.18,3,4,3,343
18257,39,12,2265.38,2,1,1,211
16040,65,3,1313.55,3,3,2,332
14764,43,2,250.55,2,3,4,234
16566,15,6,614.01,1,1,3,113
17334,301,3,306.6,4,3,3,433
12697,21,5,939.02,2,2,2,222
16062,9,4,1153.62,1,2,2,122
15326,333,1,311.71,4,4,3,443
15919,19,2,639.89,2,3,3,233
15800,107,2,699.08,3,3,2,332
14780,54,2,447.68,3,3,3,333
17674,74,2,551.04,3,3,3,333
14231,179,5,822.06,4,2,2,422
18067,40,1,396.33,2,4,3,243
13739,18,1,216.9,2,4,4,244
14164,70,2,1631.77,3,3,1,331
14627,311,1,-21.85,4,4,4,444
16171,59,1,73.2,3,4,4,344
13091,21,2,319.82,2,3,3,233
14867,185,4,701.33,4,2,2,422
18064,133,2,814.0,3,3,2,332
16425,302,1,302.7,4,4,3,443
17620,59,1,81.44,3,4,4,344
17153,24,1,213.78,2,4,4,244
14494,25,1,139.56,2,4,4,244
14659,8,12,2456.53,1,1,1,111
16843,42,17,10183.82,2,1,1,211
15861,12,9,3000.36,1,1,1,111
14915,85,3,258.83,3,3,4,334
13700,26,10,2265.12,2,1,1,211
17414,43,2,778.0,2,3,2,232
12678,42,13,17588.26,2,1,1,211
12553,8,14,3652.25,1,1,1,111
16499,360,5,319.1,4,2,3,423
15453,1,7,1388.37,1,1,2,112
14125,10,3,2740.43,1,3,1,131
13499,17,7,1146.96,2,1,2,212
13728,36,6,1016.14,2,1,2,212
15944,276,1,325.1,4,4,3,443
15653,92,2,877.44,3,3,2,332
18079,45,4,3651.97,2,2,1,221
13627,59,7,1624.02,3,1,1,311
14782,319,1,200.1,4,4,4,444
15676,9,5,3324.09,1,2,1,121
18228,50,3,769.2,2,3,2,232
12987,73,3,545.0,3,3,3,333
16494,296,1,826.53,4,4,2,442
13095,70,1,74.4,3,4,4,344
14947,72,2,290.82,3,3,4,334
13678,151,1,232.6,4,4,4,444
15092,215,2,457.81,4,3,3,433
14803,162,3,845.55,4,3,2,432
17060,266,1,234.24,4,4,4,444
13441,91,1,296.64,3,4,3,343
12884,88,1,309.05,3,4,3,343
18086,274,1,101.34,4,4,4,444
16715,78,1,301.72,3,4,3,343
17701,252,1,417.95,4,4,3,443
17109,29,8,869.68,2,1,2,212
13824,32,5,1698.94,2,2,1,221
13340,45,7,10736.48,2,1,1,211
17236,12,6,916.13,1,1,2,112
13048,14,5,1805.91,1,2,1,121
16005,12,4,615.39,1,2,3,123
13145,39,5,614.77,2,2,3,223
12479,3,3,477.3,1,3,3,133
17769,12,12,3960.63,1,1,1,111
14806,75,1,193.39,3,4,4,344
12463,46,7,1303.63,2,1,2,212
13389,11,3,797.96,1,3,2,132
15664,50,2,358.63,2,3,3,233
14241,183,1,213.7,4,4,4,444
13349,10,1,247.32,1,4,4,144
15350,373,1,115.65,4,4,4,444
14411,310,1,1063.0,4,4,2,442
12763,138,2,494.08,3,3,3,333
15949,16,2,364.72,1,3,3,133
16404,70,1,443.05,3,4,3,343
15414,9,3,774.9,1,3,2,132
16364,11,2,707.04,1,3,2,132
15992,3,1,41.99,1,4,4,144
13070,192,1,228.8,4,4,4,444
17752,359,1,80.64,4,4,4,444
16123,51,1,307.78,3,4,3,343
12641,115,1,185.9,3,4,4,344
13414,133,3,1390.5,3,3,2,332
15301,50,14,5028.12,2,1,1,211
16029,38,76,50992.61,2,1,1,211
18223,1,27,6315.23,1,1,1,111
16271,2,6,1423.29,1,1,2,112
17469,16,6,1843.06,1,1,1,111
12381,4,6,1803.96,1,1,1,111
15572,4,7,2552.86,1,1,1,111
14689,208,1,112.8,4,4,4,444
12615,2,4,2291.19,1,2,1,121
14561,75,3,1080.76,3,3,2,332
18160,57,2,638.06,3,3,3,333
14684,25,5,1236.28,2,2,2,222
13354,71,1,743.53,3,4,2,342
15533,19,5,746.92,2,2,2,222
13814,56,3,1562.12,3,3,2,332
14240,30,2,890.34,2,3,2,232
17231,12,14,3127.82,1,1,1,111
17164,32,8,2466.4,2,1,1,211
13224,60,3,2150.85,3,3,1,331
13778,103,1,178.7,3,4,4,344
16318,35,1,328.15,2,4,3,243
14708,2,4,1096.67,1,2,2,122
17279,57,1,187.83,3,4,4,344
15007,159,1,156.91,4,4,4,444
12759,52,3,1531.44,3,3,2,332
16415,44,1,210.35,2,4,4,244
12410,301,3,681.08,4,3,2,432
16629,73,2,417.73,3,3,3,333
16363,53,1,109.36,3,4,4,344
16722,17,16,4711.21,2,1,1,211
17700,16,6,2508.89,1,1,1,111
15125,25,23,11117.05,2,1,1,211
16700,8,17,5040.0,1,1,1,111
17162,28,11,1707.21,2,1,1,211
13330,92,3,1140.93,3,3,2,332
17219,31,1,114.23,2,4,4,244
13153,5,1,486.22,1,4,3,143
17017,2,27,8574.11,1,1,1,111
13405,74,3,572.45,3,3,3,333
18009,235,2,252.24,4,3,4,434
14236,80,2,490.86,3,3,3,333
13900,183,3,740.95,4,3,2,432
12724,5,4,1031.41,1,2,2,122
15524,24,1,440.0,2,4,3,243
16560,21,3,816.51,2,3,2,232
16065,365,1,372.09,4,4,3,443
16054,145,1,783.9,4,4,2,442
12609,78,3,1126.85,3,3,2,332
18224,263,1,158.95,4,4,4,444
15935,239,2,416.86,4,3,3,433
15343,87,1,364.5,3,4,3,343
12359,7,6,6245.53,1,1,1,111
13672,301,6,-71.46,4,1,4,414
13804,30,7,2635.79,2,1,1,211
15197,8,5,656.44,1,2,2,122
14702,1,18,3250.64,1,1,1,111
13320,70,6,1491.7,3,1,2,312
17690,30,16,4748.45,2,1,1,211
16362,32,9,652.07,2,1,2,212
15659,43,1,306.45,2,4,3,243
16180,100,10,10217.48,3,1,1,311
13850,88,2,1586.81,3,3,2,332
16966,8,10,2148.47,1,1,1,111
15757,65,2,714.42,3,3,2,332
14747,247,2,294.3,4,3,3,433
13235,211,2,101.17,4,3,4,434
17293,8,9,1875.11,1,1,1,111
14582,40,1,114.11,2,4,4,244
16357,33,3,658.88,2,3,2,232
17140,247,1,465.32,4,4,3,443
12573,227,1,160.54,4,4,4,444
17251,362,1,283.28,4,4,4,444
16957,239,2,416.64,4,3,3,433
14641,21,1,110.46,2,4,4,244
14174,33,1,134.46,2,4,4,244
17431,313,1,403.3,4,4,3,443
16711,3,5,1651.03,1,2,1,121
13940,17,4,839.14,2,2,2,222
13719,15,5,1041.68,1,2,2,122
15380,8,6,1682.36,1,1,1,111
15620,50,6,1524.4,2,1,2,212
14550,10,2,765.62,1,3,2,132
14360,31,4,2128.23,2,2,1,221
17173,5,9,3755.65,1,1,1,111
16258,45,5,5203.51,2,2,1,221
15579,68,2,348.6,3,3,3,333
15777,241,5,1021.61,4,2,2,422
16009,22,4,992.71,2,2,2,222
13591,64,3,1117.13,3,3,2,332
14295,40,2,154.7,2,3,4,234
14873,210,1,519.68,4,4,3,443
16034,196,3,437.7,4,3,3,433
16793,57,1,243.84,3,4,4,344
13716,269,1,138.28,4,4,4,444
14672,234,2,765.55,4,3,2,432
16617,235,1,151.85,4,4,4,444
13435,5,9,3794.49,1,1,1,111
13078,1,43,12432.28,1,1,1,111
16904,4,16,3754.27,1,1,1,111
17656,73,5,1674.69,3,2,1,321
16143,3,7,2419.84,1,1,1,111
13963,308,4,664.54,4,2,2,422
12988,292,1,535.32,4,4,3,443
14987,15,2,326.4,1,3,3,133
14331,124,2,462.66,3,3,3,333
15654,9,2,922.53,1,3,2,132
18078,217,2,336.13,4,3,3,433
13155,33,4,971.76,2,2,2,222
15313,110,1,52.0,3,4,4,344
18205,36,2,517.36,2,3,3,233
14173,10,4,450.84,1,2,3,123
12612,57,2,643.59,3,3,3,333
15671,18,10,2635.49,2,1,1,211
17870,2,13,1889.4,1,1,1,111
16279,21,4,1496.68,2,2,2,222
16126,29,4,6287.77,2,2,1,221
12931,21,20,33462.81,2,1,1,211
17591,73,8,2215.02,3,1,1,311
16092,98,5,779.36,3,2,2,322
14897,7,4,1366.38,1,2,2,122
15399,1,3,815.77,1,3,2,132
15526,33,2,148.44,2,3,4,234
13311,4,2,598.57,1,3,3,133
16367,37,2,804.49,2,3,2,232
14898,23,8,1228.32,2,1,2,212
14753,87,1,563.15,3,4,3,343
17892,56,3,244.1,3,3,4,334
12822,70,3,918.98,3,3,2,332
16480,75,1,769.29,3,4,2,342
16527,81,1,228.06,3,4,4,344
15433,79,3,417.87,3,3,3,333
17440,147,5,177.1,4,2,4,424
16298,22,3,598.2,2,3,3,233
14129,1,5,1123.86,1,2,2,122
13012,9,11,1311.62,1,1,2,112
17658,10,3,485.88,1,3,3,133
14836,10,3,102.45,1,3,4,134
17863,59,6,3160.0,3,1,1,311
13092,70,6,459.83,3,1,3,313
12518,0,5,2056.89,1,2,1,121
13564,144,5,647.74,4,2,3,423
18217,29,2,621.75,2,3,3,233
12379,81,3,850.29,3,3,2,332
13753,287,1,741.26,4,4,2,442
17088,28,4,1991.01,2,2,1,221
13322,17,1,199.48,2,4,4,244
15215,44,6,615.99,2,1,3,213
13551,319,1,91.8,4,4,4,444
14512,187,2,275.28,4,3,4,434
17548,217,3,-141.48,4,3,4,434
16007,47,4,1701.94,2,2,1,221
14719,1,6,1592.18,1,1,2,112
16036,87,2,758.92,3,3,2,332
14271,225,1,112.32,4,4,4,444
13667,149,1,305.02,4,4,3,443
15728,49,1,-134.8,2,4,4,244
15717,234,1,150.3,4,4,4,444
14426,18,16,3918.9,2,1,1,211
13233,74,2,605.12,3,3,3,333
16900,11,5,187.69,1,2,4,124
14607,15,17,11341.1,1,1,1,111
16306,213,9,602.27,4,1,3,413
17848,81,9,901.2,3,1,2,312
13695,31,15,2504.13,2,1,1,211
13186,39,5,1539.69,2,2,2,222
15178,260,1,40.5,4,4,4,444
17035,245,3,388.33,4,3,3,433
13370,366,2,721.32,4,3,2,432
13450,26,6,2043.72,2,1,1,211
15213,318,3,325.05,4,3,3,433
17800,37,9,1199.01,2,1,2,212
16611,186,2,120.99,4,3,4,434
12787,9,3,463.66,1,3,3,133
13238,11,5,680.83,1,2,2,122
14520,1,2,270.6,1,3,4,134
17011,30,1,270.9,2,4,4,244
15154,74,2,240.27,3,3,4,334
13740,240,1,350.75,4,4,3,443
15156,1,3,961.49,1,3,2,132
13482,232,1,184.64,4,4,4,444
17034,16,4,734.57,1,2,2,122
16550,108,9,2266.25,3,1,1,311
14440,8,5,2357.68,1,2,1,121
16407,12,10,2126.93,1,1,1,111
12539,22,5,3852.5,2,2,1,221
